Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP
Mukiele,Sunderland,DEF,5.5,151.0,OK,27.45,7.9,1.0,151.0
Araujo,Liverpool,DEF,5.5,121.0,OK,22.0,6.4,1.0,121.0
Dalot,Man Utd,DEF,5.0,111.0,OK,22.2,5.8,1.0,111.0
Vuskovic,Brighton,DEF,5.0,110.0,OK,22.0,5.8,1.0,110.0
Burn,Newcastle,DEF,5.0,93.0,OK,18.6,4.9,1.0,93.0
Targett,Hull City,DEF,4.0,88.0,OK,22.0,4.6,1.0,88.0
Jacquet,Liverpool,DEF,5.0,110.0,OK,22.0,5.8,1.0,110.0
Milenković,Nott'm Forest,DEF,5.5,119.0,OK,21.64,6.3,1.0,119.0
Collins,Brentford,DEF,5.5,129.0,OK,23.45,6.8,1.0,129.0
De Cuyper,Brighton,DEF,4.5,84.0,OK,18.67,4.4,1.0,84.0
A.García,Aston Villa,DEF,4.0,5.0,OK,1.25,0.3,1.0,5.0
Rúben,Man City,DEF,5.5,113.0,OK,20.55,5.9,1.0,113.0
Khusanov,Man City,DEF,5.5,67.0,OK,12.18,3.5,1.0,67.0
Hincapie,Arsenal,DEF,5.5,87.0,OK,15.82,4.6,1.0,87.0
Branthwaite,Everton,DEF,5.5,32.0,OK,5.82,1.7,1.0,32.0
Robinson,Fulham,DEF,4.5,65.0,OK,14.44,3.4,1.0,65.0
Colwill,Chelsea,DEF,5.0,8.0,OK,1.6,0.4,1.0,8.0
Keane,Everton,DEF,5.0,131.0,OK,26.2,6.9,1.0,131.0
B.Fernandes,Man Utd,MID,12.0,235.0,OK,19.58,12.4,1.2,282.0
Szoboszlai,Liverpool,MID,7.0,160.0,OK,22.86,8.4,1.0,160.0
Mbeumo,Man Utd,MID,8.0,148.0,OK,18.5,7.8,1.0,148.0
Semenyo,Man City,MID,8.5,202.0,OK,23.76,10.6,1.08,218.16
Tzolis,Arsenal,MID,6.5,136.0,OK,20.92,7.2,1.0,136.0
Rogers,Chelsea,MID,7.5,169.0,OK,22.53,8.9,1.0,169.0
Rice,Arsenal,MID,7.5,184.0,OK,24.53,9.7,1.0,184.0
Ndiaye,Everton,MID,6.0,128.0,OK,21.33,6.7,1.0,128.0
Groß,Brighton,MID,5.5,78.0,OK,14.18,4.1,1.0,78.0
Wirtz,Liverpool,MID,7.5,125.0,OK,16.67,6.6,1.0,125.0
Hughes,Crystal Palace,MID,4.5,45.0,OK,10.0,2.4,1.0,45.0
Gibbs-White,Nott'm Forest,MID,8.0,188.0,OK,23.5,9.9,1.0,188.0
Palmer,Chelsea,MID,9.5,114.0,OK,12.0,6.0,1.08,123.12
Cunha,Man Utd,MID,8.0,143.0,OK,17.88,7.5,1.0,143.0
E.Le Fée,Sunderland,MID,6.0,147.0,OK,24.5,7.7,1.0,147.0
Saka,Arsenal,MID,9.5,157.0,OK,16.53,8.3,1.08,169.56
Ødegaard,Arsenal,MID,6.5,74.0,OK,11.38,3.9,1.0,74.0
Cherki,Man City,MID,7.5,135.0,OK,18.0,7.1,1.0,135.0
Anderson,Man City,MID,6.5,180.0,OK,27.69,9.5,1.0,180.0
Wilson,Leeds,MID,6.5,168.0,OK,25.85,8.8,1.0,168.0
Enzo,Chelsea,MID,7.0,157.0,OK,22.43,8.3,1.0,157.0
Foden,Man City,MID,7.0,131.0,OK,18.71,6.9,1.0,131.0
Xhaka,Sunderland,MID,5.5,124.0,OK,22.55,6.5,1.0,124.0
Sarr,Crystal Palace,MID,6.5,71.0,DOUBT,10.92,3.7,1.0,71.0
Tonali,Spurs,MID,5.5,81.0,OK,14.73,4.3,1.0,81.0
Caicedo,Chelsea,MID,5.5,110.0,OK,20.0,5.8,1.0,110.0
M.Sangaré,Brentford,MID,5.5,89.0,OK,16.18,4.7,1.0,89.0
Gomez,Brighton,MID,5.0,97.0,OK,19.4,5.1,1.0,97.0
Bruno G.,Arsenal,MID,7.0,154.0,DOUBT,22.0,8.1,1.0,154.0
Schade,Brentford,MID,6.0,125.0,OK,20.83,6.6,1.0,125.0
Dewsbury-Hall,Everton,MID,6.5,151.0,OK,23.23,7.9,1.0,151.0
Gakpo,Liverpool,MID,7.0,131.0,OK,18.71,6.9,1.0,131.0
McGinn,Aston Villa,MID,5.5,103.0,OK,18.73,5.4,1.0,103.0
Slater,Hull City,MID,4.5,94.0,OK,20.89,4.9,1.0,94.0
Rayan,Bournemouth,MID,6.5,67.0,OK,10.31,3.5,1.0,67.0
Tielemans,Man Utd,MID,6.0,68.0,OK,11.33,3.6,1.0,68.0
Eze,Arsenal,MID,6.5,113.0,OK,17.38,5.9,1.0,113.0
Gravenberch,Liverpool,MID,6.0,144.0,OK,24.0,7.6,1.0,144.0
Fernandes,Spurs,MID,6.0,135.0,OK,22.5,7.1,1.0,135.0
Mac Allister,Liverpool,MID,5.5,108.0,OK,19.64,5.7,1.0,108.0
Tavernier,Bournemouth,MID,6.0,137.0,OK,22.83,7.2,1.0,137.0
Reed,Fulham,MID,4.5,15.0,OK,3.33,0.8,1.0,15.0
Rashford,Man Utd,MID,7.0,147.0,OK,21.0,7.7,1.0,147.0
Scott,Bournemouth,MID,6.0,136.0,OK,22.67,7.2,1.0,136.0
McAteer,Ipswich Town,MID,4.5,94.0,OK,20.89,4.9,1.0,94.0
Amad,Man Utd,MID,6.0,91.0,DOUBT,15.17,4.8,1.0,91.0
Buendía,Aston Villa,MID,6.0,102.0,OK,17.0,5.4,1.0,102.0
Neto,Chelsea,MID,6.5,125.0,OK,19.23,6.6,1.0,125.0
Ampadu,Leeds,MID,5.5,134.0,OK,24.36,7.1,1.0,134.0
Maddison,Spurs,MID,6.5,3.0,OK,0.46,0.2,1.0,3.0
Yarmoliuk,Brentford,MID,5.0,105.0,OK,21.0,5.5,1.0,105.0
Estêvão,Chelsea,MID,6.5,58.0,OK,8.92,3.1,1.0,58.0
Dorgu,Man Utd,MID,6.0,126.0,OK,21.0,6.6,1.0,126.0
Kluivert,Bournemouth,MID,6.0,41.0,OK,6.83,2.2,1.0,41.0
O.Dango,Brentford,MID,6.5,136.0,OK,20.92,7.2,1.0,136.0
Ngumoha,Liverpool,MID,6.0,43.0,OK,7.17,2.3,1.0,43.0
Zubimendi,Arsenal,MID,5.5,133.0,OK,24.18,7.0,1.0,133.0
Stach,Leeds,MID,6.0,137.0,OK,22.83,7.2,1.0,137.0
Haaland,Man City,FWD,15.5,239.0,OK,15.42,12.6,1.2,286.8
João Pedro,Chelsea,FWD,7.5,177.0,OK,23.6,9.3,1.08,191.16
Calvert-Lewin,Leeds,FWD,6.0,142.0,OK,23.67,7.5,1.0,142.0
Thiago,Brentford,FWD,8.0,181.0,OK,22.62,9.5,1.08,195.48
Isak,Liverpool,FWD,9.0,41.0,OK,4.56,2.2,1.0,41.0
Brobbey,Sunderland,FWD,6.0,92.0,OK,15.33,4.8,1.0,92.0
Watkins,Aston Villa,FWD,8.0,167.0,OK,20.88,8.8,1.0,167.0
Gyökeres,Arsenal,FWD,7.5,128.0,OK,17.07,6.7,1.0,128.0
Kusi-Asare,Fulham,FWD,4.5,6.0,OK,1.33,0.3,1.0,6.0
Havertz,Arsenal,FWD,7.5,36.0,OK,4.8,1.9,1.0,36.0
Mateta,Crystal Palace,FWD,6.5,114.0,OK,17.54,6.0,1.0,114.0
Igor Jesus,Nott'm Forest,FWD,6.0,114.0,OK,19.0,6.0,1.0,114.0
Richarlison,Spurs,FWD,6.0,119.0,OK,19.83,6.3,1.0,119.0
Beto,Everton,FWD,5.5,104.0,OK,18.91,5.5,1.0,104.0
Evanilson,Bournemouth,FWD,6.0,115.0,OK,19.17,6.1,1.0,115.0
Walle Egeli,Ipswich Town,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0
Gonzalo,Fulham,FWD,6.0,120.0,OK,20.0,6.3,1.0,120.0
Woltemade,Newcastle,FWD,6.0,108.0,OK,18.0,5.7,1.0,108.0
Wood,Nott'm Forest,FWD,6.0,41.0,OK,6.83,2.2,1.0,41.0
Scarlett,Spurs,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0
Wissa,Newcastle,FWD,6.0,27.0,OK,4.5,1.4,1.0,27.0
Barry,Everton,FWD,5.5,95.0,OK,17.27,5.0,1.0,95.0
Solanke,Spurs,FWD,6.0,40.0,OK,6.67,2.1,1.0,40.0
McBurnie,Hull City,FWD,5.5,110.0,OK,20.0,5.8,1.0,110.0
Šeško,Man Utd,FWD,7.0,111.0,OK,15.86,5.8,1.0,111.0
Welbeck,Chelsea,FWD,6.0,126.0,DOUBT,21.0,6.6,1.0,126.0
Obi,Man Utd,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0
Marmoush,Man City,FWD,7.0,140.0,OK,20.0,7.4,1.0,140.0
Osula,Newcastle,FWD,6.0,76.0,OK,12.67,4.0,1.0,76.0
Isidor,Sunderland,FWD,5.5,74.0,OK,13.45,3.9,1.0,74.0
Furo,Brentford,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0
Georginio,Brighton,FWD,5.5,110.0,OK,20.0,5.8,1.0,110.0
Simms,Coventry City,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0
Thomas-Asante,Coventry City,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0
Awoniyi,Coventry City,FWD,5.5,43.0,OK,7.82,2.3,1.0,43.0
Neave,Newcastle,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0
Strand Larsen,Crystal Palace,FWD,6.0,75.0,OK,12.5,3.9,1.0,75.0
Muniz,Fulham,FWD,5.5,36.0,OK,6.55,1.9,1.0,36.0
Emersonn,Ipswich Town,FWD,5.5,110.0,OK,20.0,5.8,1.0,110.0
Akpom,Ipswich Town,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0
Nmecha,Leeds,FWD,5.5,73.0,OK,13.27,3.8,1.0,73.0
Zirkzee,Man Utd,FWD,5.5,42.0,OK,7.64,2.2,1.0,42.0
Delap,Chelsea,FWD,5.5,45.0,OK,8.18,2.4,1.0,45.0
Marc Guiu,Chelsea,FWD,5.0,13.0,OK,2.6,0.7,1.0,13.0
Nketiah,Crystal Palace,FWD,5.5,23.0,OK,4.18,1.2,1.0,23.0
G.Jesus,Arsenal,FWD,6.0,24.0,OK,4.0,1.3,1.0,24.0
Wilson,Brentford,FWD,5.5,80.0,OK,14.55,4.2,1.0,80.0
N.Jackson,Chelsea,FWD,6.5,130.0,OK,20.0,6.8,1.0,130.0
Mheuka,Chelsea,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0
David,Brighton,FWD,6.0,120.0,OK,20.0,6.3,1.0,120.0
Kostoulas,Brighton,FWD,5.5,35.0,OK,6.36,1.8,1.0,35.0
Emegha,Chelsea,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0
Al-Hamadi,Ipswich Town,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0
Abraham,Aston Villa,FWD,5.5,23.0,DOUBT,4.18,1.2,1.0,23.0
Rodríguez,Bournemouth,FWD,6.0,112.0,OK,18.67,5.9,1.0,112.0
Cherif,Coventry City,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0
