Surname,Team,Position,Price,TP,Status,PPM
Keane,Everton,DEF,4.5,41,OK,9.11
Virgil,Liverpool,DEF,5.9,40,OK,6.78
O'Reilly,Man City,DEF,4.9,40,OK,8.16
Hume,Sunderland,DEF,4.5,40,OK,8.89
Rúben,Man City,DEF,5.5,39,OK,7.09
Ballard,Sunderland,DEF,4.6,39,OK,8.48
Saliba,Arsenal,DEF,6.0,38,OK,6.33
Tarkowski,Everton,DEF,5.4,38,OK,7.04
Andersen,Fulham,DEF,4.5,36,OK,8.0
Portman,Burnley,DEF,4.0,35,OK,8.75
Van Hecke,Brighton,DEF,4.4,35,OK,7.95
Digne,Aston Villa,DEF,4.5,33,OK,7.33
Romero,Spurs,DEF,5.0,33,OK,6.6
Van den Berg,Brentford,DEF,4.5,32,OK,7.11
Matheus N.,Man City,DEF,5.3,32,OK,6.04
Diakité,Bournemouth,DEF,4.5,30,OK,6.67
Collins,Brentford,DEF,4.9,30,OK,6.12
Kayode,Brentford,DEF,4.5,30,OK,6.67
De Ligt,Man Utd,DEF,5.0,30,OK,6.0
Trippier,Newcastle,DEF,5.0,30,OK,6.0
Spence,Spurs,DEF,4.5,30,OK,6.67
Diouf,West Ham,DEF,4.3,30,OK,6.98
Walker,Burnley,DEF,4.4,29,OK,6.59
Gvardiol,Man City,DEF,5.8,28,OK,4.83
Botman,Newcastle,DEF,4.9,28,OK,5.71
Konsa,Aston Villa,DEF,4.4,27,OK,6.14
Acheampong,Chelsea,DEF,3.9,27,OK,6.92
O'Brien,Everton,DEF,4.9,27,OK,5.51
Bogle,Leeds,DEF,4.5,27,OK,6.0
Maguire,Man Utd,DEF,4.4,27,OK,6.14
Shaw,Man Utd,DEF,4.5,27,OK,6.0
Bassey,Fulham,DEF,4.5,26,OK,5.78
Gudmundsson,Leeds,DEF,4.0,26,OK,6.5
Estève,Burnley,DEF,4.0,25,OK,6.25
Schär,Newcastle,DEF,5.4,25,OK,4.63
Mings,Aston Villa,DEF,4.4,24,DOUBT,5.45
Semenyo,Bournemouth,MID,8.1,75,OK,9.26
Rice,Arsenal,MID,6.8,63,OK,9.26
Caicedo,Chelsea,MID,6.0,58,OK,9.67
Mbeumo,Man Utd,MID,8.4,53,OK,6.31
Ndiaye,Everton,MID,6.5,52,OK,8.0
M.Salah,Liverpool,MID,14.2,52,OK,3.66
Gravenberch,Liverpool,MID,5.6,50,OK,8.93
Xhaka,Sunderland,MID,5.1,49,OK,9.61
J.Palhinha,Spurs,MID,5.5,48,OK,8.73
Anthony,Burnley,MID,5.7,47,OK,8.25
Minteh,Brighton,MID,6.0,47,OK,7.83
Bruno G.,Newcastle,MID,6.6,46,OK,6.97
Tavernier,Bournemouth,MID,5.5,45,OK,8.18
Enzo,Chelsea,MID,6.7,45,OK,6.72
Gakpo,Liverpool,MID,7.6,45,OK,5.92
B.Fernandes,Man Utd,MID,8.9,45,OK,5.06
Kudus,Spurs,MID,6.6,45,DOUBT,6.82
Zubimendi,Arsenal,MID,5.4,43,DOUBT,7.96
Cullen,Burnley,MID,5.0,43,OK,8.6
Neto,Chelsea,MID,7.1,43,DOUBT,6.06
Sarr,Crystal Palace,MID,6.7,43,OK,6.42
Sessegnon,Fulham,MID,5.4,43,OK,7.96
Szoboszlai,Liverpool,MID,6.6,43,OK,6.52
Casemiro,Man Utd,MID,5.5,42,OK,7.64
L.Paquetá,West Ham,MID,5.9,41,OK,6.95
Grealish,Everton,MID,6.8,40,OK,5.88
Eze,Arsenal,MID,7.6,39,OK,5.13
Garner,Everton,MID,5.0,39,OK,7.8
Stach,Leeds,MID,4.9,36,OK,7.35
Adams,Bournemouth,MID,5.0,35,OK,7.0
O.Dango,Brentford,MID,6.0,35,OK,5.83
P.M.Sarr,Spurs,MID,4.9,35,OK,7.14
Munetsi,Wolves,MID,5.4,35,OK,6.48
Scott,Bournemouth,MID,5.0,34,OK,6.8
Aaronson,Leeds,MID,5.4,34,OK,6.3
Reijnders,Man City,MID,5.5,34,OK,6.18
J.Murphy,Newcastle,MID,6.1,34,OK,5.57
Bentancur,Spurs,MID,5.3,34,OK,6.42
Saka,Arsenal,MID,10.1,33,OK,3.27
Rogers,Aston Villa,MID,6.8,33,OK,4.85
Wieffer,Brighton,MID,4.9,33,OK,6.73
Wilson,Fulham,MID,5.2,33,OK,6.35
Doku,Man City,MID,6.4,33,OK,5.16
Talbi,Sunderland,MID,5.0,33,OK,6.6
Schade,Brentford,MID,7.0,32,OK,4.57
Gana,Everton,MID,5.4,32,OK,5.93
Anderson,Nott'm Forest,MID,5.3,32,OK,6.04
E Le Fee,Sunderland,MID,4.9,32,OK,6.53
Trossard,Arsenal,MID,6.9,31,OK,4.49
Damsgaard,Brentford,MID,5.8,31,OK,5.34
Gibbs-White,Nott'm Forest,MID,7.3,30,OK,4.11
Yarmoliuk,Brentford,MID,5.0,29,OK,5.8
Kamada,Crystal Palace,MID,5.0,29,OK,5.8
Amad,Man Utd,MID,6.3,29,OK,4.6
Buendia,Aston Villa,MID,5.3,28,OK,5.28
Georginio,Brighton,MID,5.7,28,OK,4.91
Haaland,Man City,FWD,14.8,98,OK,6.62
João Pedro,Chelsea,FWD,7.4,52,OK,7.03
Mateta,Crystal Palace,FWD,8.0,48,OK,6.0
Thiago,Brentford,FWD,6.2,47,OK,7.58
Bowen,West Ham,FWD,7.7,44,OK,5.71
Welbeck,Brighton,FWD,6.5,43,OK,6.62
Isidor,Sunderland,FWD,5.6,39,OK,6.96
Ekitiké,Liverpool,FWD,8.6,38,OK,4.42
Richarlison,Spurs,FWD,6.4,38,OK,5.94
Gyökeres,Arsenal,FWD,8.9,37,INJURY,4.16
Woltemade,Newcastle,FWD,7.5,35,OK,4.67
Šeško,Man Utd,FWD,7.3,30,OK,4.11
Kroupi.Jr,Bournemouth,FWD,4.6,29,OK,6.3
Foster,Burnley,FWD,5.0,28,OK,5.6
Watkins,Aston Villa,FWD,8.5,25,OK,2.94
Wood,Nott'm Forest,FWD,7.2,25,INJURY,3.47
Raúl,Fulham,FWD,6.2,24,OK,3.87
Calvert-Lewin,Leeds,FWD,5.5,24,DOUBT,4.36
Evanilson,Bournemouth,FWD,7.0,23,OK,3.29
Flemming,Burnley,FWD,5.3,20,OK,3.77
Beto,Everton,FWD,5.2,20,OK,3.85
Strand Larsen,Wolves,FWD,6.3,19,OK,3.02
Osula,Newcastle,FWD,5.5,18,INJURY,3.27
Muniz,Fulham,FWD,5.4,16,OK,2.96
Nmecha,Leeds,FWD,5.0,15,OK,3.0
Mayenda,Sunderland,FWD,5.4,15,OK,2.78
Wilson,West Ham,FWD,5.8,15,OK,2.59
Igor Jesus,Nott'm Forest,FWD,5.8,13,OK,2.24
