Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP
Anthony,Burnley,MID,5.4,56,OK,10.37,5.0,1.0,56.0
Tavernier,Bournemouth,MID,5.5,56,OK,10.18,2.0,1.0,56.0
Sessegnon,Fulham,MID,5.4,56,OK,10.37,6.0,1.0,56.0
Doku,Man City,MID,6.6,56,OK,8.48,10.0,1.0,56.0
Zubimendi,Arsenal,MID,5.3,55,OK,10.38,5.0,1.0,55.0
Wilson,Fulham,MID,5.2,54,DOUBT,10.38,18.0,1.0,54.0
E Le Fee,Sunderland,MID,4.9,54,OK,11.02,54.0,1.0,54.0
Garner,Everton,MID,5.0,53,OK,10.6,5.0,1.0,53.0
Gibbs-White,Nott'm Forest,MID,7.3,53,DOUBT,7.26,5.0,1.0,53.0
Wieffer,Brighton,MID,4.9,52,OK,10.61,12.0,1.0,52.0
Iwobi,Fulham,MID,6.4,52,OK,8.12,9.0,1.0,52.0
Merino,Arsenal,MID,6.0,51,OK,8.5,51.0,1.0,51.0
Szoboszlai,Liverpool,MID,6.6,51,OK,7.73,5.0,1.0,51.0
Buendia,Aston Villa,MID,5.3,48,OK,9.06,8.0,1.0,48.0
Talbi,Sunderland,MID,5.0,47,OK,9.4,47.0,1.0,47.0
Malen,Aston Villa,MID,5.1,46,OK,9.02,10.0,1.0,46.0
Schade,Brentford,MID,7.0,46,OK,6.57,4.0,1.0,46.0
Kamara,Aston Villa,MID,4.9,45,OK,9.18,45.0,1.0,45.0
Reijnders,Man City,MID,5.3,45,OK,8.49,10.0,1.0,45.0
Aaronson,Leeds,MID,5.4,44,OK,8.15,1.0,1.0,44.0
Barnes,Newcastle,MID,6.4,44,OK,6.88,5.0,1.0,44.0
L.Paquetá,West Ham,MID,5.9,44,OK,7.46,-1.0,1.0,44.0
McGinn,Aston Villa,MID,5.4,43,OK,7.96,43.0,1.0,43.0
Amad,Man Utd,MID,6.3,43,OK,6.83,4.0,1.0,43.0
Kamada,Crystal Palace,MID,5.0,42,OK,8.4,7.0,1.0,42.0
Scott,Bournemouth,MID,5.0,41,OK,8.2,4.0,1.0,41.0
J.Murphy,Newcastle,MID,6.1,41,OK,6.72,3.0,1.0,41.0
P.M.Sarr,Spurs,MID,4.7,41,OK,8.72,3.0,1.0,41.0
Damsgaard,Brentford,MID,5.8,40,OK,6.9,5.0,1.0,40.0
Henderson,Brentford,MID,5.0,40,OK,8.0,40.0,1.0,40.0
Haaland,Man City,FWD,15.0,120,OK,8.0,16.0,1.1,132.0
Thiago,Brentford,FWD,6.8,78,OK,11.47,14.0,1.0,78.0
João Pedro,Chelsea,FWD,7.4,63,OK,8.51,3.0,1.0,63.0
Mateta,Crystal Palace,FWD,8.1,59,OK,7.28,8.0,1.0,59.0
Bowen,West Ham,FWD,7.5,57,OK,7.6,7.0,1.0,57.0
Welbeck,Brighton,FWD,6.6,56,OK,8.48,3.0,1.0,56.0
Woltemade,Newcastle,FWD,7.4,54,OK,7.3,12.0,1.0,54.0
Richarlison,Spurs,FWD,6.4,51,OK,7.97,1.0,1.0,51.0
Isidor,Sunderland,FWD,5.6,46,OK,8.21,3.0,1.0,46.0
Watkins,Aston Villa,FWD,8.5,45,OK,5.29,16.0,1.0,45.0
Calvert-Lewin,Leeds,FWD,5.5,42,DOUBT,7.64,16.0,1.0,42.0
Ekitiké,Liverpool,FWD,8.4,42,OK,5.0,2.0,1.0,42.0
Gyökeres,Arsenal,FWD,8.8,39,OK,4.43,2.0,1.0,39.0
Wilson,West Ham,FWD,5.8,38,OK,6.55,4.0,1.0,38.0
Nmecha,Leeds,FWD,5.0,37,DOUBT,7.4,6.0,1.0,37.0
Evanilson,Bournemouth,FWD,7.0,36,OK,5.14,6.0,1.0,36.0
Kroupi.Jr,Bournemouth,FWD,4.6,35,OK,7.61,3.0,1.0,35.0
Flemming,Burnley,FWD,5.3,34,OK,6.42,7.0,1.0,34.0
Raúl,Fulham,FWD,6.2,34,OK,5.48,3.0,1.0,34.0
Foster,Burnley,FWD,5.0,33,OK,6.6,4.0,1.0,33.0
Igor Jesus,Nott'm Forest,FWD,5.8,27,OK,4.66,11.0,1.0,27.0
Strand Larsen,Wolves,FWD,6.2,27,OK,4.35,4.0,1.0,27.0
Beto,Everton,FWD,5.1,24,OK,4.71,2.0,1.0,24.0
Brobbey,Sunderland,FWD,5.5,22,OK,4.0,8.0,1.0,22.0
Isak,Liverpool,FWD,10.4,21,OK,2.02,9.0,1.0,21.0
Barry,Everton,FWD,5.7,18,OK,3.16,4.0,1.0,18.0
Zirkzee,Man Utd,FWD,5.8,17,OK,2.93,11.0,1.0,17.0
Mayenda,Sunderland,FWD,5.3,17,OK,3.21,0.0,1.0,17.0
Marc Guiu,Chelsea,FWD,4.2,12,OK,2.86,1.0,1.0,12.0
Füllkrug,West Ham,FWD,5.6,12,OK,2.14,12.0,1.0,12.0
Toti,Wolves,FWD,5.4,12,OK,2.22,12.0,1.0,12.0
Delap,Man City,FWD,6.2,11,OK,1.77,11.0,1.0,11.0
Nketiah,Crystal Palace,FWD,5.4,10,OK,1.85,1.0,1.0,10.0
Kolo Muani,Spurs,FWD,6.9,10,OK,1.45,3.0,1.0,10.0
Kostoulas,Brighton,FWD,4.8,9,OK,1.88,1.0,1.0,9.0
Broja,Burnley,FWD,5.2,8,OK,1.54,2.0,1.0,8.0
Enes Ünal,Bournemouth,FWD,5.4,8,OK,1.48,8.0,1.0,8.0
Jire,Leeds,FWD,5.0,8,OK,1.6,8.0,1.0,8.0
Kalimuendo,Nott'm Forest,FWD,6.0,7,OK,1.17,1.0,1.0,7.0
Uche,Crystal Palace,FWD,5.5,4,OK,0.73,1.0,1.0,4.0
Mané,Wolves,FWD,4.5,3,OK,0.67,2.0,1.0,3.0
Kusi-Asare,Fulham,FWD,4.5,2,OK,0.44,1.0,1.0,2.0
Solanke,Spurs,FWD,7.2,2,DOUBT,0.28,2.0,1.0,2.0
Havertz,Arsenal,FWD,7.3,1,OK,0.14,0.0,1.0,1.0
Barnes,Burnley,FWD,4.3,1,OK,0.23,0.0,1.0,1.0
Morgan,Everton,FWD,4.4,0,OK,0.0,0.0,1.0,0.0
Marsh,Crystal Palace,FWD,4.5,0,OK,0.0,0.0,1.0,0.0
Gray,Leeds,FWD,4.5,0,OK,0.0,0.0,1.0,0.0
Wissa,Newcastle,FWD,7.3,0,OK,0.0,0.0,1.0,0.0
