Surname,Team,Position,Price,TP,Status,PPM
Romero,Spurs,DEF,5.0,92,OK,18.4
Collins,Brentford,DEF,5.0,91,OK,18.2
Virgil,Liverpool,DEF,5.9,90,OK,15.25
Andersen,Fulham,DEF,4.6,86,OK,18.7
Van Hecke,Brighton,DEF,4.5,85,OK,18.89
Mitchell,Crystal Palace,DEF,5.1,85,OK,16.67
Thiaw,Newcastle,DEF,5.1,85,OK,16.67
O'Reilly,Man City,DEF,5.0,84,DOUBT,16.8
Ballard,Sunderland,DEF,4.6,83,OK,18.04
Konaté,Liverpool,DEF,5.4,81,DOUBT,15.0
O'Brien,Everton,DEF,4.9,80,OK,16.33
Gvardiol,Man City,DEF,5.9,77,OK,13.05
Truffert,Bournemouth,DEF,4.5,74,OK,16.44
Gusto,Chelsea,DEF,4.9,74,OK,15.1
Dorgu,Man Utd,DEF,4.4,74,OK,16.82
Dalot,Man Utd,DEF,4.5,71,OK,15.78
Saliba,Arsenal,DEF,6.0,70,DOUBT,11.67
Konsa,Aston Villa,DEF,4.4,70,OK,15.91
Digne,Aston Villa,DEF,4.5,68,OK,15.11
Struijk,Leeds,DEF,4.3,68,OK,15.81
Lewis-Potter,Brentford,DEF,4.9,67,OK,13.67
Hume,Sunderland,DEF,4.5,66,OK,14.67
Kayode,Brentford,DEF,4.5,65,OK,14.44
Tete,Fulham,DEF,4.5,65,OK,14.44
Mykolenko,Everton,DEF,4.9,64,OK,13.06
Murillo,Nott'm Forest,DEF,5.2,62,OK,11.92
F.Kadıoğlu,Brighton,DEF,4.4,59,OK,13.41
Gudmundsson,Leeds,DEF,3.8,55,OK,14.47
Van den Berg,Brentford,DEF,4.5,53,OK,11.78
Dunk,Brighton,DEF,4.5,53,OK,11.78
Bogle,Leeds,DEF,4.4,53,OK,12.05
Kerkez,Bournemouth,DEF,5.6,53,OK,9.46
Shaw,Man Utd,DEF,4.5,53,OK,11.78
Hall,Newcastle,DEF,5.3,52,OK,9.81
Semenyo,Man City,MID,7.4,130,OK,17.57
Rice,Arsenal,MID,6.9,126,OK,18.26
B.Fernandes,Man Utd,MID,9.5,121,OK,12.74
Bruno G.,Newcastle,MID,6.8,120,OK,17.65
Wilson,Fulham,MID,6.1,114,OK,18.69
Rogers,Aston Villa,MID,7.7,111,OK,14.42
Enzo,Chelsea,MID,6.7,106,OK,15.82
Foden,Man City,MID,8.4,102,OK,12.14
Saka,Arsenal,MID,10.0,101,OK,10.1
Garner,Everton,MID,5.2,101,OK,19.42
Gravenberch,Liverpool,MID,5.7,97,OK,17.02
Anderson,Nott'm Forest,MID,5.3,97,OK,18.3
Stach,Leeds,MID,4.9,95,OK,19.39
Neto,Chelsea,MID,7.1,94,OK,13.24
Casemiro,Man Utd,MID,5.5,92,OK,16.73
Aaronson,Leeds,MID,5.4,91,OK,16.85
Gibbs-White,Nott'm Forest,MID,7.3,90,OK,12.33
Xhaka,Sunderland,MID,5.2,90,DOUBT,17.31
Schade,Brentford,MID,7.2,88,OK,12.22
Szoboszlai,Liverpool,MID,6.6,84,OK,12.73
Trossard,Arsenal,MID,6.8,83,OK,12.21
Wirtz,Liverpool,MID,8.3,83,OK,10.0
Reijnders,Man City,MID,5.2,82,OK,15.77
Minteh,Brighton,MID,5.8,81,OK,13.97
E Le Fee,Sunderland,MID,4.9,81,OK,16.53
Cherki,Man City,MID,6.6,80,OK,12.12
M.Fernandes,West Ham,MID,5.5,80,OK,14.55
J.Palhinha,Spurs,MID,5.5,78,OK,14.18
Ayari,Brighton,MID,4.8,77,OK,16.04
Caicedo,Chelsea,MID,5.7,76,OK,13.33
Dewsbury-Hall,Everton,MID,4.9,76,OK,15.51
Anthony,Burnley,MID,5.0,73,OK,14.6
Ampadu,Leeds,MID,4.9,72,OK,14.69
Doku,Man City,MID,6.4,72,DOUBT,11.25
McGinn,Aston Villa,MID,5.4,71,OK,13.15
Yarmoliuk,Brentford,MID,5.0,70,OK,14.0
Barnes,Newcastle,MID,6.1,70,OK,11.48
Eze,Arsenal,MID,7.3,68,OK,9.32
Ugochukwu,Burnley,MID,5.0,67,OK,13.4
Merino,Arsenal,MID,5.5,66,OK,12.0
O.Dango,Brentford,MID,5.8,66,OK,11.38
Georginio,Brighton,MID,5.6,62,OK,11.07
Florentino,Burnley,MID,5.0,61,OK,12.2
Damsgaard,Brentford,MID,5.7,61,OK,10.7
Haaland,Man City,FWD,14.1,166,OK,11.77
Thiago,Brentford,FWD,6.5,124,OK,19.08
Bowen,West Ham,FWD,7.6,105,OK,13.82
João Pedro,Chelsea,FWD,7.2,104,OK,14.44
Calvert-Lewin,Leeds,FWD,6.0,93,OK,15.5
Watkins,Aston Villa,FWD,8.8,91,DOUBT,10.34
Ekitiké,Liverpool,FWD,8.8,87,OK,9.89
Mateta,Crystal Palace,FWD,7.5,84,OK,11.2
Woltemade,Newcastle,FWD,7.1,81,OK,11.41
Evanilson,Bournemouth,FWD,7.0,72,OK,10.29
Raúl,Fulham,FWD,6.2,71,OK,11.45
Welbeck,Brighton,FWD,6.2,68,OK,10.97
Barry,Everton,FWD,5.7,59,OK,10.35
Wilson,West Ham,FWD,5.8,59,OK,10.17
Kroupi.Jr,Bournemouth,FWD,4.6,57,OK,12.39
Gyökeres,Arsenal,FWD,8.7,56,OK,6.44
Šeško,Man Utd,FWD,7.2,56,OK,7.78
Brobbey,Sunderland,FWD,5.6,55,OK,9.82
Igor Jesus,Nott'm Forest,FWD,5.8,55,OK,9.48
Isidor,Sunderland,FWD,5.2,50,DOUBT,9.62
Beto,Everton,FWD,5.0,38,OK,7.6
Strand Larsen,Wolves,FWD,6.1,38,OK,6.23
Mané,Wolves,FWD,4.5,38,OK,8.44
Broja,Burnley,FWD,5.2,36,OK,6.92
Toti,Wolves,FWD,5.4,35,OK,6.48
Zirkzee,Man Utd,FWD,5.8,33,DOUBT,5.69
Mané,Wolves,FWD,4.5,25,OK,5.56
Mayenda,Sunderland,FWD,5.2,22,OK,4.23
Kolo Muani,Spurs,FWD,6.9,21,OK,3.04
Kostoulas,Brighton,FWD,4.8,18,OK,3.75
Enes Ünal,Bournemouth,FWD,5.4,14,OK,2.59
Delap,Chelsea,FWD,6.2,14,OK,2.26
Marc Guiu,Chelsea,FWD,4.2,12,OK,2.86
Wissa,Newcastle,FWD,7.3,11,OK,1.51
Kalimuendo,Nott'm Forest,FWD,6.0,8,OK,1.33
Pablo,West Ham,FWD,5.5,5,OK,0.91
Havertz,Arsenal,FWD,7.3,1,OK,0.14
Scarlett,Spurs,FWD,4.3,1,OK,0.23
Taty,West Ham,FWD,5.5,1,OK,0.18
Casey,Man City,FWD,4.5,0,OK,0.0
Graham,Everton,FWD,4.5,0,OK,0.0
