Surname,Team,Position,Price,TP,Status,PPM
Van de Ven,Spurs,DEF,4.8,58,OK,12.08
Cucurella,Chelsea,DEF,6.1,55,OK,9.02
Mukiele,Sunderland,DEF,4.2,55,OK,13.1
Cash,Aston Villa,DEF,4.6,54,OK,11.74
Rúben,Man City,DEF,5.5,52,OK,9.45
O'Reilly,Man City,DEF,5.1,52,OK,10.2
Tarkowski,Everton,DEF,5.4,51,OK,9.44
Ballard,Sunderland,DEF,4.6,50,OK,10.87
Andersen,Fulham,DEF,4.5,49,OK,10.89
Rodon,Leeds,DEF,4.1,49,OK,11.95
Burn,Newcastle,DEF,5.1,48,OK,9.41
James,Chelsea,DEF,5.6,47,OK,8.39
Matheus N.,Man City,DEF,5.3,46,OK,8.68
Pedro Porro,Spurs,DEF,5.4,46,OK,8.52
Truffert,Bournemouth,DEF,4.5,45,OK,10.0
Alderete,Sunderland,DEF,4.1,45,OK,10.98
Virgil,Liverpool,DEF,6.0,44,OK,7.33
Digne,Aston Villa,DEF,4.5,43,OK,9.56
Van Hecke,Brighton,DEF,4.4,42,OK,9.55
Kudus,Spurs,MID,6.5,47,OK,7.23
Grealish,Everton,MID,6.7,46,OK,6.87
Szoboszlai,Liverpool,MID,6.6,46,OK,6.97
Doku,Man City,MID,6.5,46,OK,7.08
L.Paquetá,West Ham,MID,5.9,45,OK,7.63
O.Dango,Brentford,MID,6.0,44,OK,7.33
Stach,Leeds,MID,4.8,44,DOUBT,9.17
Iwobi,Fulham,MID,6.4,43,OK,6.72
Aaronson,Leeds,MID,5.4,43,OK,7.96
Schade,Brentford,MID,7.0,42,OK,6.0
Buendia,Aston Villa,MID,5.3,40,OK,7.55
Wieffer,Brighton,MID,4.9,40,OK,8.16
Gana,Everton,MID,5.4,40,DOUBT,7.41
Longstaff,Leeds,MID,4.9,40,DOUBT,8.16
Adams,Bournemouth,MID,5.0,39,OK,7.8
Amad,Man Utd,MID,6.3,39,OK,6.19
Barnes,Newcastle,MID,6.3,39,OK,6.19
J.Murphy,Newcastle,MID,6.1,38,OK,6.23
P.M.Sarr,Spurs,MID,4.8,38,OK,7.92
Scott,Bournemouth,MID,5.0,37,OK,7.4
Munetsi,Wolves,MID,5.4,37,OK,6.85
Malen,Aston Villa,MID,5.1,36,OK,7.06
Wilson,Fulham,MID,5.2,36,OK,6.92
Tonali,Newcastle,MID,5.4,36,OK,6.67
E.Le Fée,Sunderland,MID,4.9,36,OK,7.35
Bentancur,Spurs,MID,5.3,36,OK,6.79
Damsgaard,Brentford,MID,5.8,35,OK,6.03
Yarmoliuk,Brentford,MID,5.0,35,OK,7.0
Kamada,Crystal Palace,MID,5.0,35,OK,7.0
Reijnders,Man City,MID,5.4,35,OK,6.48
Semenyo,Bournemouth,MID,7.9,75,DOUBT,9.49
Rice,Arsenal,MID,6.9,71,OK,10.29
Eze,Arsenal,MID,7.7,61,OK,7.92
Minteh,Brighton,MID,6.2,61,OK,9.84
Mbeumo,Man Utd,MID,8.6,61,OK,7.09
Neto,Chelsea,MID,7.1,60,OK,8.45
Caicedo,Chelsea,MID,6.1,60,OK,9.84
Bruno G.,Newcastle,MID,6.6,60,OK,9.09
Enzo,Chelsea,MID,6.7,59,OK,8.81
J.Palhinha,Spurs,MID,5.5,59,OK,10.73
Ndiaye,Everton,MID,6.6,58,OK,8.79
M.Salah,Liverpool,MID,14.2,56,OK,3.94
Cullen,Burnley,MID,5.0,55,OK,11.0
Tavernier,Bournemouth,MID,5.5,54,OK,9.82
Xhaka,Sunderland,MID,5.2,54,OK,10.38
Gravenberch,Liverpool,MID,5.6,53,OK,9.46
Trossard,Arsenal,MID,6.9,52,DOUBT,7.54
B.Fernandes,Man Utd,MID,8.9,52,OK,5.84
Anthony,Burnley,MID,5.6,51,OK,9.11
Zubimendi,Arsenal,MID,5.4,50,OK,9.26
Rogers,Aston Villa,MID,6.9,50,OK,7.25
Sessegnon,Fulham,MID,5.4,50,OK,9.26
Anderson,Nott'm Forest,MID,5.3,50,OK,9.43
Saka,Arsenal,MID,10.1,49,OK,4.85
Sarr,Crystal Palace,MID,6.7,49,OK,7.31
Dewsbury-Hall,Everton,MID,4.9,48,OK,9.8
Garner,Everton,MID,5.0,48,OK,9.6
Gakpo,Liverpool,MID,7.5,48,OK,6.4
Gibbs-White,Nott'm Forest,MID,7.3,48,DOUBT,6.58
Casemiro,Man Utd,MID,5.5,47,OK,8.55
Isak,Liverpool,FWD,10.4,12,OK,1.15
Marc Guiu,Chelsea,FWD,4.2,11,OK,2.62
Fullkrug,West Ham,FWD,5.6,11,OK,1.96
Tzimas,Brighton,FWD,5.3,10,OK,1.89
Tolu,Wolves,FWD,5.5,10,OK,1.82
Nketiah,Crystal Palace,FWD,5.4,9,OK,1.67
Kostoulas,Brighton,FWD,4.8,8,OK,1.67
Delap,Chelsea,FWD,6.2,8,OK,1.29
Enes Unal,Bournemouth,FWD,5.4,7,OK,1.3
Piroe,Leeds,FWD,5.0,7,OK,1.4
Kolo Muani,Spurs,FWD,6.9,7,OK,1.01
Broja,Burnley,FWD,5.2,6,OK,1.15
Zirkzee,Man Utd,FWD,5.8,6,OK,1.03
Kalimuendo,Nott'm Forest,FWD,6.0,6,OK,1.0
Uche,Crystal Palace,FWD,5.5,3,OK,0.55
Marshall,West Ham,FWD,4.4,2,OK,0.45
Havertz,Arsenal,FWD,7.3,1,DOUBT,0.14
Barnes,Burnley,FWD,4.3,1,OK,0.23
Kusi-Asare,Fulham,FWD,4.5,1,OK,0.22
Mané,Wolves,FWD,4.5,1,OK,0.22
G.Jesus,Arsenal,FWD,6.4,0,DOUBT,0.0
Morgan,Brentford,FWD,4.4,0,OK,0.0
Marsh,Crystal Palace,FWD,4.5,0,OK,0.0
Gray,Leeds,FWD,4.5,0,OK,0.0
Obi,Man Utd,FWD,4.3,0,OK,0.0
Haaland,Man City,FWD,14.9,104,OK,6.98
Thiago,Brentford,FWD,6.5,64,OK,9.85
João Pedro,Chelsea,FWD,7.5,60,OK,8.0
Welbeck,Brighton,FWD,6.6,53,OK,8.03
Mateta,Crystal Palace,FWD,8.1,51,OK,6.3
Richarlison,Spurs,FWD,6.4,50,OK,7.81
Bowen,West Ham,FWD,7.6,50,OK,6.58
Isidor,Sunderland,FWD,5.6,43,OK,7.68
Woltemade,Newcastle,FWD,7.4,42,OK,5.68
Ekitiké,Liverpool,FWD,8.5,40,DOUBT,4.71
Gyökeres,Arsenal,FWD,8.8,37,DOUBT,4.2
Wilson,West Ham,FWD,5.8,34,OK,5.86
Kroupi.Jr,Bournemouth,FWD,4.6,32,OK,6.96
Raúl,Fulham,FWD,6.2,31,OK,5.0
Nmecha,Leeds,FWD,5.0,31,OK,6.2
Evanilson,Bournemouth,FWD,7.0,30,OK,4.29
Watkins,Aston Villa,FWD,8.5,29,OK,3.41
Foster,Burnley,FWD,5.0,29,OK,5.8
Flemming,Burnley,FWD,5.3,27,OK,5.09
Calvert-Lewin,Leeds,FWD,5.5,26,OK,4.73
Strand Larsen,Wolves,FWD,6.3,23,OK,3.65
Beto,Everton,FWD,5.1,22,OK,4.31
Mayenda,Sunderland,FWD,5.3,17,OK,3.21
Igor Jesus,Nott'm Forest,FWD,5.8,16,OK,2.76
Barry,Everton,FWD,5.7,14,OK,2.46
Brobbey,Sunderland,FWD,5.5,14,OK,2.55
