Surname,Team,Position,Price,TP,Status,PPM
Ayari,Brighton,MID,4.8,83,OK,17.29
Ugochukwu,Burnley,MID,5.0,81,OK,16.2
Buendía,Aston Villa,MID,5.3,79,OK,14.91
Gomez,Brighton,MID,4.9,79,OK,16.12
Sessegnon,Fulham,MID,5.4,78,OK,14.44
Barnes,Newcastle,MID,6.1,78,OK,12.79
Gordon,Newcastle,MID,7.2,77,OK,10.69
Yarmoliuk,Brentford,MID,5.0,76,OK,15.2
Mac Allister,Liverpool,MID,6.2,76,OK,12.26
Haaland,Man City,FWD,14.1,195,OK,13.83
João Pedro,Chelsea,FWD,7.7,160,OK,20.78
Thiago,Brentford,FWD,6.5,143,OK,22.0
Bowen,West Ham,FWD,7.5,135,OK,18.0
Ekitiké,Liverpool,FWD,9.1,123,OK,13.52
Calvert-Lewin,Leeds,FWD,5.7,108,OK,18.95
Watkins,Aston Villa,FWD,8.5,100,OK,11.76
Raúl,Fulham,FWD,6.2,97,OK,15.65
Gyökeres,Arsenal,FWD,8.8,94,OK,10.68
Welbeck,Brighton,FWD,6.1,92,OK,15.08
Šeško,Man Utd,FWD,7.3,89,OK,12.19
Evanilson,Bournemouth,FWD,6.8,87,OK,12.79
Woltemade,Newcastle,FWD,6.7,86,OK,12.84
Mateta,Crystal Palace,FWD,7.5,84,DOUBT,11.2
Richarlison,Spurs,FWD,6.3,82,OK,13.02
Barry,Everton,FWD,5.7,74,OK,12.98
Kroupi.Jr,Bournemouth,FWD,4.7,72,OK,15.32
Igor Jesus,Nott'm Forest,FWD,5.8,71,OK,12.24
Wilson,West Ham,FWD,5.8,64,OK,11.03
Nmecha,Leeds,FWD,5.0,63,OK,12.6
Flemming,Burnley,FWD,5.3,62,DOUBT,11.7
Brobbey,Sunderland,FWD,5.4,62,DOUBT,11.48
Strand Larsen,Crystal Palace,FWD,6.1,61,OK,10.0
Isidor,Sunderland,FWD,5.1,60,OK,11.76
Beto,Everton,FWD,5.0,58,OK,11.6
Tolu,Wolves,FWD,5.4,54,OK,10.0
Mané,Wolves,FWD,4.5,52,OK,11.56
Foster,Burnley,FWD,4.9,48,OK,9.8
Broja,Burnley,FWD,5.2,38,DOUBT,7.31
Zirkzee,Man Utd,FWD,5.8,37,OK,6.38
Mayenda,Sunderland,FWD,5.2,37,OK,7.12
Kolo Muani,Spurs,FWD,6.9,37,OK,5.36
Delap,Chelsea,FWD,6.2,36,OK,5.81
Solanke,Spurs,FWD,7.2,31,OK,4.31
Kostoulas,Brighton,FWD,4.8,30,OK,6.25
Osula,Newcastle,FWD,5.4,30,OK,5.56
Taty,West Ham,FWD,5.5,28,OK,5.09
Muniz,Fulham,FWD,5.3,22,OK,4.15
Enes Ünal,Bournemouth,FWD,5.4,20,OK,3.7
Wissa,Newcastle,FWD,7.3,19,OK,2.6
G.Jesus,Arsenal,FWD,6.4,17,OK,2.66
Uche,Crystal Palace,FWD,5.5,17,OK,3.09
Awoniyi,Nott'm Forest,FWD,5.2,15,OK,2.88
Armstrong,Wolves,FWD,5.3,15,OK,2.83
Piroe,Leeds,FWD,4.9,14,OK,2.86
Abraham,Aston Villa,FWD,6.0,13,OK,2.17
Marc Guiu,Chelsea,FWD,4.1,12,OK,2.93
Havertz,Arsenal,FWD,7.3,10,OK,1.37
Lucca,Nott'm Forest,FWD,5.5,8,OK,1.45
Barnes,Burnley,FWD,4.2,4,OK,0.95
Kusi-Asare,Fulham,FWD,4.5,4,OK,0.89
Furo,Brentford,FWD,4.5,0,OK,0.0
Marsh,Crystal Palace,FWD,4.4,0,OK,0.0
Casey,Crystal Palace,FWD,4.5,0,OK,0.0
