Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP
Solanke,Spurs,FWD,5.9,39,OK,6.61,2.0,1.0,39.0
Richarlison,Spurs,FWD,5.9,87,OK,14.75,2.0,1.0,87.0
Abraham,Aston Villa,FWD,5.5,21,OK,3.82,1.0,1.0,21.0
Rodríguez,Bournemouth,FWD,6.0,75,OK,12.5,1.0,1.0,75.0
Jebbison,Bournemouth,FWD,5.0,68,OK,13.6,1.0,1.0,68.0
David,Brighton,FWD,6.0,80,OK,13.33,1.0,1.0,80.0
Muniz,Fulham,FWD,5.5,29,OK,5.27,1.0,1.0,29.0
Walle Egeli,Ipswich Town,FWD,4.5,62,OK,13.78,1.0,1.0,62.0
Delap,Nott'm Forest,FWD,5.5,35,OK,6.36,1.0,1.0,35.0
Wood,Nott'm Forest,FWD,5.9,32,OK,5.42,1.0,1.0,32.0
Kalimuendo,Nott'm Forest,FWD,5.5,13,OK,2.36,1.0,1.0,13.0
Gyökeres,Arsenal,FWD,7.4,77,OK,10.41,0.0,1.0,77.0
G.Jesus,Arsenal,FWD,5.9,14,OK,2.37,0.0,1.0,14.0
Furo,Brentford,FWD,4.5,54,OK,12.0,0.0,1.0,54.0
Welbeck,Chelsea,FWD,5.9,76,OK,12.88,0.0,1.0,76.0
Mheuka,Chelsea,FWD,4.5,54,OK,12.0,0.0,1.0,54.0
Emegha,Chelsea,FWD,5.0,60,OK,12.0,0.0,1.0,60.0
Cherif,Coventry City,FWD,5.0,60,OK,12.0,0.0,1.0,60.0
Kusi-Asare,Fulham,FWD,4.5,4,OK,0.89,0.0,1.0,4.0
Zirkzee,Man Utd,FWD,5.4,25,OK,4.63,0.0,1.0,25.0
Obi,Man Utd,FWD,4.5,54,OK,12.0,0.0,1.0,54.0
