Surname,Team,Position,Price,TP,Status,PPM
F.Kadıoğlu,Brighton,DEF,4.4,31,OK,7.05
Shaw,Man Utd,DEF,4.5,31,OK,6.89
Spence,Spurs,DEF,4.4,31,OK,7.05
Semenyo,Bournemouth,MID,7.8,76,OK,9.74
Rice,Arsenal,MID,7.0,75,OK,10.71
Minteh,Brighton,MID,6.2,64,OK,10.32
Bruno G.,Newcastle,MID,6.7,64,OK,9.55
Eze,Arsenal,MID,7.8,63,OK,8.08
B.Fernandes,Man Utd,MID,8.9,63,OK,7.08
Neto,Chelsea,MID,7.2,62,OK,8.61
Gakpo,Liverpool,MID,7.5,62,OK,8.27
Mbeumo,Man Utd,MID,8.6,62,OK,7.21
Enzo,Chelsea,MID,6.7,61,OK,9.1
Ndiaye,Everton,MID,6.6,60,OK,9.09
J.Palhinha,Spurs,MID,5.5,60,OK,10.91
Xhaka,Sunderland,MID,5.2,59,OK,11.35
Cullen,Burnley,MID,5.0,57,OK,11.4
O.Dango,Brentford,MID,6.0,56,OK,9.33
M.Salah,Liverpool,MID,14.1,56,OK,3.97
Gravenberch,Liverpool,MID,5.6,56,OK,10.0
Anderson,Nott'm Forest,MID,5.4,56,OK,10.37
Anthony,Burnley,MID,5.5,55,OK,10.0
Tavernier,Bournemouth,MID,5.5,55,OK,10.0
Dewsbury-Hall,Everton,MID,4.9,55,OK,11.22
Kudus,Spurs,MID,6.5,55,OK,8.46
Saka,Arsenal,MID,10.1,54,OK,5.35
Sessegnon,Fulham,MID,5.4,54,OK,10.0
Rogers,Aston Villa,MID,6.9,53,OK,7.68
Trossard,Arsenal,MID,6.9,52,OK,7.54
Casemiro,Man Utd,MID,5.5,51,DOUBT,9.27
Garner,Everton,MID,5.0,50,OK,10.0
Gibbs-White,Nott'm Forest,MID,7.3,50,DOUBT,6.85
Szoboszlai,Liverpool,MID,6.6,49,DOUBT,7.42
E Le Fee,Sunderland,MID,4.9,49,OK,10.0
Adams,Bournemouth,MID,5.0,48,OK,9.6
Grealish,Everton,MID,6.6,48,OK,7.27
Foden,Man City,MID,8.1,48,OK,5.93
Doku,Man City,MID,6.6,48,OK,7.27
Wilson,Fulham,MID,5.2,46,DOUBT,8.85
Schade,Brentford,MID,7.0,45,OK,6.43
Iwobi,Fulham,MID,6.4,45,OK,7.03
Wieffer,Brighton,MID,4.9,44,OK,8.98
Aaronson,Leeds,MID,5.4,44,OK,8.15
Buendia,Aston Villa,MID,5.3,41,OK,7.74
Amad,Man Utd,MID,6.3,41,OK,6.51
Barnes,Newcastle,MID,6.4,41,OK,6.41
McGinn,Aston Villa,MID,5.4,40,OK,7.41
Damsgaard,Brentford,MID,5.8,39,OK,6.72
Henderson,Brentford,MID,5.0,39,OK,7.8
Kamada,Crystal Palace,MID,5.0,39,OK,7.8
P.M.Sarr,Spurs,MID,4.8,39,OK,8.12
Kamara,Aston Villa,MID,4.9,38,OK,7.76
Reijnders,Man City,MID,5.3,38,OK,7.17
J.Murphy,Newcastle,MID,6.1,38,OK,6.23
Merina,Arsenal,MID,5.9,37,OK,6.27
Haaland,Man City,FWD,14.9,106,OK,7.11
Thiago,Brentford,FWD,6.7,77,OK,11.49
João Pedro,Chelsea,FWD,7.4,61,OK,8.24
Mateta,Crystal Palace,FWD,8.1,57,OK,7.04
Welbeck,Brighton,FWD,6.6,55,OK,8.33
Bowen,West Ham,FWD,7.6,52,OK,6.84
Richarlison,Spurs,FWD,6.4,51,OK,7.97
Woltemade,Newcastle,FWD,7.4,49,OK,6.62
Isidor,Sunderland,FWD,5.6,45,OK,8.04
Ekitiké,Liverpool,FWD,8.5,41,OK,4.82
Gyökeres,Arsenal,FWD,8.8,37,OK,4.2
Wilson,West Ham,FWD,5.8,36,OK,6.21
Evanilson,Bournemouth,FWD,7.0,35,OK,5.0
Nmecha,Leeds,FWD,5.0,35,OK,7.0
Flemming,Burnley,FWD,5.3,33,OK,6.23
Kroupi.Jr,Bournemouth,FWD,4.6,33,OK,7.17
Calvert-Lewin,Leeds,FWD,5.5,33,OK,6.0
Raúl,Fulham,FWD,6.2,32,OK,5.16
Foster,Burnley,FWD,5.0,31,OK,6.2
Strand Larsen,Wolves,FWD,6.3,25,OK,3.97
Beto,Everton,FWD,5.1,23,OK,4.51
Brobbey,Sunderland,FWD,5.5,20,OK,3.64
Isak,Liverpool,FWD,10.4,19,OK,1.83
Igor Jesus,Nott'm Forest,FWD,5.8,18,OK,3.1
Mayenda,Sunderland,FWD,5.3,17,OK,3.21
