Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP
Shaw,Man Utd,DEF,4.5,31,OK,6.89,3.0,1.0,31.0
Spence,Spurs,DEF,4.4,31,OK,7.05,0.0,1.0,31.0
Semenyo,Bournemouth,MID,7.8,76,OK,9.74,1.0,1.0,76.0
Rice,Arsenal,MID,7.0,75,OK,10.71,10.0,1.0,75.0
Minteh,Brighton,MID,6.2,64,OK,10.32,14.0,1.0,64.0
Bruno G.,Newcastle,MID,6.7,64,OK,9.55,14.0,1.0,64.0
Eze,Arsenal,MID,7.8,63,OK,8.08,22.0,1.0,63.0
B.Fernandes,Man Utd,MID,8.9,63,OK,7.08,13.0,1.0,63.0
Neto,Chelsea,MID,7.2,62,OK,8.61,10.0,1.0,62.0
Gakpo,Liverpool,MID,7.5,62,OK,8.27,16.0,1.0,62.0
Mbeumo,Man Utd,MID,8.6,62,OK,7.21,2.0,1.0,62.0
Enzo,Chelsea,MID,6.7,61,OK,9.1,13.0,1.0,61.0
Ndiaye,Everton,MID,6.6,60,OK,9.09,5.0,1.0,60.0
J.Palhinha,Spurs,MID,5.5,60,OK,10.91,9.0,1.0,60.0
Xhaka,Sunderland,MID,5.2,59,OK,11.35,7.0,1.0,59.0
Cullen,Burnley,MID,5.0,57,OK,11.4,4.0,1.0,57.0
O.Dango,Brentford,MID,6.0,56,OK,9.33,17.0,1.0,56.0
M.Salah,Liverpool,MID,14.1,56,OK,3.97,2.0,1.1,61.6
Gravenberch,Liverpool,MID,5.6,56,OK,10.0,4.0,1.0,56.0
Anderson,Nott'm Forest,MID,5.4,56,OK,10.37,15.0,1.0,56.0
Anthony,Burnley,MID,5.5,55,OK,10.0,6.0,1.0,55.0
Tavernier,Bournemouth,MID,5.5,55,OK,10.0,8.0,1.0,55.0
Dewsbury-Hall,Everton,MID,4.9,55,OK,11.22,20.0,1.0,55.0
Kudus,Spurs,MID,6.5,55,OK,8.46,55.0,1.0,55.0
Saka,Arsenal,MID,10.1,54,OK,5.35,9.0,1.0,54.0
Sessegnon,Fulham,MID,5.4,54,OK,10.0,7.0,1.0,54.0
Rogers,Aston Villa,MID,6.9,53,OK,7.68,18.0,1.0,53.0
Trossard,Arsenal,MID,6.9,52,OK,7.54,12.0,1.0,52.0
Casemiro,Man Utd,MID,5.5,51,DOUBT,9.27,4.0,1.0,51.0
Garner,Everton,MID,5.0,50,OK,10.0,8.0,1.0,50.0
Gibbs-White,Nott'm Forest,MID,7.3,50,DOUBT,6.85,10.0,1.0,50.0
Szoboszlai,Liverpool,MID,6.6,49,DOUBT,7.42,5.0,1.0,49.0
E Le Fee,Sunderland,MID,4.9,49,OK,10.0,15.0,1.0,49.0
Adams,Bournemouth,MID,5.0,48,OK,9.6,11.0,1.0,48.0
Grealish,Everton,MID,6.6,48,OK,7.27,5.0,1.0,48.0
Foden,Man City,MID,8.1,48,OK,5.93,48.0,1.0,48.0
Doku,Man City,MID,6.6,48,OK,7.27,4.0,1.0,48.0
Wilson,Fulham,MID,5.2,46,DOUBT,8.85,12.0,1.0,46.0
Schade,Brentford,MID,7.0,45,OK,6.43,5.0,1.0,45.0
Iwobi,Fulham,MID,6.4,45,OK,7.03,5.0,1.0,45.0
Wieffer,Brighton,MID,4.9,44,OK,8.98,8.0,1.0,44.0
Aaronson,Leeds,MID,5.4,44,OK,8.15,3.0,1.0,44.0
Buendia,Aston Villa,MID,5.3,41,OK,7.74,2.0,1.0,41.0
Amad,Man Utd,MID,6.3,41,OK,6.51,4.0,1.0,41.0
Barnes,Newcastle,MID,6.4,41,OK,6.41,41.0,1.0,41.0
McGinn,Aston Villa,MID,5.4,40,OK,7.41,40.0,1.0,40.0
Damsgaard,Brentford,MID,5.8,39,OK,6.72,6.0,1.0,39.0
Henderson,Brentford,MID,5.0,39,OK,7.8,39.0,1.0,39.0
Kamada,Crystal Palace,MID,5.0,39,OK,7.8,7.0,1.0,39.0
P.M.Sarr,Spurs,MID,4.8,39,OK,8.12,2.0,1.0,39.0
Kamara,Aston Villa,MID,4.9,38,OK,7.76,38.0,1.0,38.0
Reijnders,Man City,MID,5.3,38,OK,7.17,4.0,1.0,38.0
J.Murphy,Newcastle,MID,6.1,38,OK,6.23,2.0,1.0,38.0
Merina,Arsenal,MID,5.9,37,OK,6.27,37.0,1.0,37.0
Haaland,Man City,FWD,14.9,106,OK,7.11,4.0,1.1,116.6
Thiago,Brentford,FWD,6.7,77,OK,11.49,17.0,1.0,77.0
João Pedro,Chelsea,FWD,7.4,61,OK,8.24,2.0,1.0,61.0
Mateta,Crystal Palace,FWD,8.1,57,OK,7.04,7.0,1.0,57.0
Welbeck,Brighton,FWD,6.6,55,OK,8.33,10.0,1.0,55.0
Bowen,West Ham,FWD,7.6,52,OK,6.84,6.0,1.0,52.0
Richarlison,Spurs,FWD,6.4,51,OK,7.97,7.0,1.0,51.0
Woltemade,Newcastle,FWD,7.4,49,OK,6.62,9.0,1.0,49.0
Isidor,Sunderland,FWD,5.6,45,OK,8.04,4.0,1.0,45.0
Ekitiké,Liverpool,FWD,8.5,41,OK,4.82,2.0,1.0,41.0
Gyökeres,Arsenal,FWD,8.8,37,OK,4.2,0.0,1.0,37.0
Wilson,West Ham,FWD,5.8,36,OK,6.21,14.0,1.0,36.0
Evanilson,Bournemouth,FWD,7.0,35,OK,5.0,10.0,1.0,35.0
Nmecha,Leeds,FWD,5.0,35,OK,7.0,12.0,1.0,35.0
Flemming,Burnley,FWD,5.3,33,OK,6.23,8.0,1.0,33.0
Kroupi.Jr,Bournemouth,FWD,4.6,33,OK,7.17,3.0,1.0,33.0
Calvert-Lewin,Leeds,FWD,5.5,33,OK,6.0,8.0,1.0,33.0
Raúl,Fulham,FWD,6.2,32,OK,5.16,7.0,1.0,32.0
Foster,Burnley,FWD,5.0,31,OK,6.2,3.0,1.0,31.0
Strand Larsen,Wolves,FWD,6.3,25,OK,3.97,4.0,1.0,25.0
Beto,Everton,FWD,5.1,23,OK,4.51,2.0,1.0,23.0
Brobbey,Sunderland,FWD,5.5,20,OK,3.64,7.0,1.0,20.0
Isak,Liverpool,FWD,10.4,19,OK,1.83,19.0,1.0,19.0
Igor Jesus,Nott'm Forest,FWD,5.8,18,OK,3.1,4.0,1.0,18.0
Mayenda,Sunderland,FWD,5.3,17,OK,3.21,1.0,1.0,17.0
