Surname,Team,Position,Price,TP,Status,PPM
Neto,Chelsea,MID,7.2,81,OK,11.25
Enzo,Chelsea,MID,6.4,80,OK,12.5
Tavernier,Bournemouth,MID,5.6,79,OK,14.11
Minteh,Brighton,MID,6.0,79,DOUBT,13.17
Trossard,Arsenal,MID,7.0,77,OK,11.0
Anderson,Nott'm Forest,MID,5.3,76,OK,14.34
Dewsbury-Hall,Everton,MID,5.0,75,OK,15.0
Kudus,Spurs,MID,6.4,74,OK,11.56
Cherki,Man City,MID,6.8,71,OK,10.44
J.Palhinha,Spurs,MID,5.5,69,OK,12.55
Grealish,Everton,MID,6.5,67,OK,10.31
E Le Fee,Sunderland,MID,4.9,67,OK,13.67
Eze,Arsenal,MID,7.4,66,OK,8.92
Reijnders,Man City,MID,5.2,66,OK,12.69
Gibbs-White,Nott'm Forest,MID,7.3,64,OK,8.77
Aaronson,Leeds,MID,5.4,63,OK,11.67
Anthony,Burnley,MID,5.1,61,OK,11.96
Doku,Man City,MID,6.4,60,OK,9.38
Bentancur,Spurs,MID,5.3,59,OK,11.13
M.Fernandes,West Ham,MID,5.5,59,OK,10.73
Wieffer,Brighton,MID,4.9,58,OK,11.84
Wirtz,Liverpool,MID,8.2,58,OK,7.07
Ugochukwu,Burnley,MID,5.0,56,OK,11.2
Henderson,Brentford,MID,5.0,56,OK,11.2
Cunha,Man City,MID,8.2,55,OK,6.71
Kamara,Aston Villa,MID,4.9,54,OK,11.02
Yarmoliuk,Brentford,MID,5.0,54,OK,10.8
Haaland,Man City,FWD,15.1,151,OK,10.0
Thiago,Brentford,FWD,6.9,91,OK,13.19
Ekitiké,Liverpool,FWD,9.1,84,OK,9.23
Bowen,West Ham,FWD,7.7,81,OK,10.52
João Pedro,Chelsea,FWD,7.2,79,OK,10.97
Calvert-Lewin,Leeds,FWD,5.9,79,OK,13.39
Mateta,Crystal Palace,FWD,7.7,76,OK,9.87
Watkins,Aston Villa,FWD,8.6,72,OK,8.37
Woltemade,Newcastle,FWD,7.4,72,OK,9.73
Richarlison,Spurs,FWD,6.4,72,OK,11.25
Welbeck,Brighton,FWD,6.4,59,OK,9.22
Raúl,Fulham,FWD,6.2,57,OK,9.19
Gyökeres,Arsenal,FWD,8.8,50,OK,5.68
Isidor,Sunderland,FWD,5.3,50,OK,9.43
Wilson,West Ham,FWD,5.8,49,OK,8.45
Evanilson,Bournemouth,FWD,7.0,49,OK,7.0
Kroupi.Jr,Bournemouth,FWD,4.6,41,OK,8.91
Šeško,Man Utd,FWD,7.2,40,OK,5.56
Barry,Everton,FWD,5.7,34,OK,5.96
Strand Larsen,Wolves,FWD,6.1,31,OK,5.08
Beto,Everton,FWD,5.0,30,OK,6.0
Zirkzee,Man Utd,FWD,5.8,28,OK,4.83
Toti,Wolves,FWD,5.4,28,OK,5.19
Nketiah,Crystal Palace,FWD,5.4,23,OK,4.26
Mayenda,Sunderland,FWD,5.2,20,OK,3.85
Kolo Muani,Spurs,FWD,6.9,19,OK,2.75
Kostoulas,Brighton,FWD,4.8,13,OK,2.71
Marc Guiu,Chelsea,FWD,4.3,12,OK,2.79
Füllkrug,West Ham,FWD,5.6,12,OK,2.14
Enes Ünal,Bournemouth,FWD,5.4,11,OK,2.04
Mané,Wolves,FWD,4.5,9,OK,2.0
Kalimuendo,Nott'm Forest,FWD,6.0,8,OK,1.33
Wissa,Newcastle,FWD,7.3,3,OK,0.41
Havertz,Arsenal,FWD,7.3,1,OK,0.14
Graham,Man City,FWD,4.5,0,OK,0.0
